"byz","actual","predicted","selected.predicted","clock","threshold","blockchain_size_kB","error","absError","selected.absError","squaredError","consWhite","actual.white","predicted.white","selected.predicted.white","error.white","overall.mean","overall.absError","theoretical.actual","theoretical.pee","error.extrapolation","pee","harm"
4,25,28.59529,28.59529,1000,0.01,8152,-3.59529,3.59529,3.59529,12.9261101841,FALSE,75,71.40471,71.40471,3.59529000000001,71.40471,3.59529000000001,60,15,19.497472,-15.902182,-7.37664
5,25,37.69901,37.69901,1000,0.01,5332,-12.69901,12.69901,12.69901,161.2648549801,FALSE,75,62.30099,62.30099,12.69901,62.30099,12.69901,56.25,18.75,22.96638,-10.26737,1.72708
6,25,6.51674,6.51674,1000,0.01,9080,18.48326,18.48326,18.48326,341.6309002276,FALSE,75,93.48326,93.48326,-18.48326,93.48326,18.48326,52.5,22.5,26.435288,-7.95202799999999,7.51133
7,25,31.17092,31.17092,1000,0.01,6808,-6.17092,6.17092,6.17092,38.0802536464,FALSE,75,68.82908,68.82908,6.17092,68.82908,6.17092,48.75,26.25,29.904196,-23.733276,-4.80101
0,25,5.32614,5.32614,1000,0.01,9032,19.67386,19.67386,19.67386,387.0607672996,FALSE,75,94.67386,94.67386,-19.67386,94.67386,19.67386,75,0,5.62183999999999,14.05202,8.70193
1,25,34.79933,34.79933,1000,0.01,6824,-9.79933,9.79933,9.79933,96.0268684489,FALSE,75,65.20067,65.20067,9.79933,65.20067,9.79933,71.25,3.75,9.09074799999999,0.708582000000007,-1.1726
2,25,4.82075,4.82075,1000,0.01,9548,20.17925,20.17925,20.17925,407.2021305625,FALSE,75,95.17925,95.17925,-20.17925,95.17925,20.17925,67.5,7.5,12.559656,7.619594,9.20732
3,25,45.91364,45.91364,1000,0.01,9132,-20.91364,20.91364,20.91364,437.3803380496,FALSE,75,54.08636,54.08636,20.91364,54.08636,20.91364,63.75,11.25,16.028564,4.88507600000001,9.94171
4,25,39.09801,39.09801,1000,0.01,9304,-14.09801,14.09801,14.09801,198.7538859601,FALSE,75,60.90199,60.90199,14.09801,60.90199,14.09801,60,15,19.497472,-5.39946199999999,3.12608
5,25,31.33219,31.33219,1000,0.01,9144,-6.33219,6.33219,6.33219,40.0966301961,FALSE,75,68.66781,68.66781,6.33219,68.66781,6.33219,56.25,18.75,22.96638,-16.63419,-4.63974
6,25,27.54191,27.54191,1000,0.01,9584,-2.54191,2.54191,2.54191,6.46130644809999,FALSE,75,72.45809,72.45809,2.54191,72.45809,2.54191,52.5,22.5,26.435288,-23.893378,-8.43002
7,25,36.57884,36.57884,1000,0.01,8984,-11.57884,11.57884,11.57884,134.0695357456,FALSE,75,63.42116,63.42116,11.57884,63.42116,11.57884,48.75,26.25,29.904196,-18.325356,0.606909999999999
0,25,33.24191,33.24191,1000,0.01,8260,-8.24191,8.24191,8.24191,67.9290804481001,FALSE,75,66.75809,66.75809,8.24191,66.75809,8.24191,75,0,5.62183999999999,2.62007000000001,-2.73002
1,25,23.15479,23.15479,1000,0.01,9368,1.84521,1.84521,1.84521,3.40479994410001,FALSE,75,76.84521,76.84521,-1.84521000000001,76.84521,1.84521000000001,71.25,3.75,9.09074799999999,-7.24553799999999,-9.12672
2,25,36.47252,36.47252,1000,0.01,7372,-11.47252,11.47252,11.47252,131.6187151504,FALSE,75,63.52748,63.52748,11.47252,63.52748,11.47252,67.5,7.5,12.559656,-1.08713599999999,0.500590000000003
3,25,28.06597,28.06597,1000,0.01,7296,-3.06597,3.06597,3.06597,9.4001720409,FALSE,75,71.93403,71.93403,3.06596999999999,71.93403,3.06596999999999,63.75,11.25,16.028564,-12.962594,-7.90596
4,25,43.41113,43.41113,1000,0.01,9220,-18.41113,18.41113,18.41113,338.9697078769,FALSE,75,56.58887,56.58887,18.41113,56.58887,18.41113,60,15,19.497472,-1.08634199999999,7.4392
5,25,28.21226,28.21226,1000,0.01,8224,-3.21226,3.21226,3.21226,10.3186143076,FALSE,75,71.78774,71.78774,3.21226,71.78774,3.21226,56.25,18.75,22.96638,-19.75412,-7.75967
6,25,40.13092,40.13092,1000,0.01,9244,-15.13092,15.13092,15.13092,228.9447400464,FALSE,75,59.86908,59.86908,15.13092,59.86908,15.13092,52.5,22.5,26.435288,-11.304368,4.15899
7,25,37.96855,37.96855,1000,0.01,8156,-12.96855,12.96855,12.96855,168.1832891025,FALSE,75,62.03145,62.03145,12.96855,62.03145,12.96855,48.75,26.25,29.904196,-16.935646,1.99662
